age,location,ethnicity,occupation,status,description,scam,age_group,country
52,"Los Angeles, California, United States",white,self-employed,widowed,"I feel I am a man of integrity and a family provider. I think I am kind in heart and tender of soul. I am proud in the quality of what I do and responsible. I believe in taking care of a woman and treating her as a gift that God meant her to be. I also understand that making love is not just a physical act of two bodies?€?..I would want someone that is kind, caring, loving, enjoys life, one that knows there is stress in life..but doesn?€?t let it run her life, one that isn?€?t afraid to show and express their feelings, someone that agrees to disagree at times.",1,51-60,United States
34,"Wytheville, Virginia, United States",white,beauty,single,"The best way to describe myself is to give you a sneak peak into my space?€? When you walk in my front door your right smack in my livingroom. I have the usuals?€?couch, chairs, tv, radio. At any point you will find a Flatts cd in my radio thats my life. I am 27 year?€?s old, single never married , I`m 5?€?8 with a athletic build, mentally stable, physically fit, a bunch of laughs, warm, caring, honest, good listening, God Fearing, and a positive person.I am real easy person to talk to and a good listener.I love to play golf and I enjoy chilling with my friend/family, I like watching movies, swiming, fishing, playing video games, listening to music dancing, going out on dates, traveling, going bowling.I am a family oriented person and I get along with everyone in my family and outside my family.",1,31-40,United States
27,"Chicago, Illinois, or Houston, Texas, United States",native american,finance,single,am God fearing person and i will like to meet a man who can take care of me,1,21-30,United States
32,"London, United Kingdom",white,accounting,single,i am a girl with love and trust and honest person,1,31-40,United Kingdom
34,"Santa Marta, Magdalena, Colombia",hispanic,engineering,single,"Dark skin, light children, I'm 1.77 meters tall.
I am a very kind, social and, above all, very loving person, and I give myself completely.",0,31-40,Colombia
57,"Waterlooville, UK",white,technology,divorced,"I'm just a nice normal man looking for a nice normal woman. I?€?m fairly young at heart - I can be playful and silly at times but I also know when to be serious and grown up. I work full time, I can drive and I have a car. I also have a 9 year old daughter who is obviously my main priority. She doesn't live with me but I see her regularly, so if you can't accept this or think it might be a problem then you should look elsewhere. I do still have plenty of free time though!

I like the simple things in life e.g. days out, country/seaside walks, quiet nights in, the odd trip to the cinema etc. In the summer I like to go for rides on my mountain bike when I can. I have social anxiety so I don't really like pubs much unless they're really quiet ones, and definitely not clubs! I'm an animal lover, I have a dry sense of humour and I like a good laugh. I'm a very tactile person and love kissing, cuddling or just holding hands. I'm also polite, courteous and fully house trained, oh, and I always leave the toilet seat down! I'm reliable, honest and trustworthy. My motto in life is treat others as you'd like to be treated yourself.

I?€?m quite a neat and tidy person. One of my pet hates is poor spelling and grammar. I?€?m not really interested in sport. My main hobby is building models - plastic, metal and card.

You'll probably be about my age, although obviously I wouldn?€?t say no to anyone who wasn?€?t if they ticked all the right boxes. I have no problem with age gap relationships, so if you?€?re a lot younger than me then that?€?s fine. If you?€?re child free and you want to get in touch then you must like children, but if you have children already you?€?re also welcome to contact me, particularly if you?€?re a yummy mummy lol.

With any luck you'll be reasonably attractive, with all your own hair and teeth lol, and hopefully agree with most, if not all, of what I?€?ve written about myself above. I'm just looking for a like minded person really. If you like trance music and/or Star Trek/Star Wars too then that would be great! It would be good if you had a car too.",0,51-60,United Kingdom
74,"Albuquerque, NM, USA",white,retired,separated,"Support President Trump
Support Israel
Strong faith in Adonai",0,71-80,United States
51,"Dallas, TX, USA",white,technology,married,"First of all, I am married. My wife is disabled but I love her. She is aware of everything I do. I am looking primarily for a female friend... I dont hang out with guys. If we get along well and my wife likes you too, I want a second wife that will share a home with us. One day even have a few more kids if desired. I am looking for a woman to spend time with n develop this kind of relationship.",0,51-60,United States
29,"Sydney, Australia, or Berlin, Germany",mixed,self-employed,single,"i am polite, well understanding with sense of humor and an excellent listener.I enjoy the company of others and spending time on the beach, and just going out to have a good time w/ friends?€? at first i am very shy. i have to say when i am out with my friends i just have fun and i act like a total dork sometimes,, but i love to have fun.. i am a very honest and upfront person, i love to Laugh and make people laugh, i just love to see people with smiles",1,21-30,Germany
41,"Matawan, New Jersey, United States",white,military,single,"i am a woman with a simple nature?€?I?€?m the kind of woman who gives pleasure , I?€?ll make you get on your knees in no time and begging for more. I?€?m a flexible and vibrant lover that will drive you crazy",1,41-50,United States
35,"Los Angeles, California, United States",white,carer,single,"I am sweet, thoughtful, kind, and have a great sense of humor. I am very easy going and laid back. I am often told that I am very easy to talk to. I am not an angry person, and I am not interested in someone that is. Having past events shape your life is one thing, carrying the past as a burden that sits heavily upon your shoulders is not the way I view life. I am happy with myself, and my life, and I like to think it shows. I would do best with someone that isn?€?t extremely uptight, unless of course you are willing to learn to let things go! I love to try new things, and can laugh at myself when I fail miserably. I don?€?t give up easily, and have so many things I?€?ve yet to try. Please love to laugh and have fun, what is better than laughing so hard your stomach hurts?!",1,31-40,United States
43,"Bogot??, Bogota, Colombia",white,technology,single,"I have a successful family life now that my financial situation and career are established, I appreciate honesty, sincerity, love of life and family/children.",0,41-50,Colombia
44,"San Antonio, Texas, EE. UU.",hispanic,carer,separated,Clean tidy sincere educated sexy,0,41-50,United States
52,"Mississauga, ON, Canada",white,other,divorced,"I like to enjoy the moment, dancing, fishing, the beach and above all good sex and mutual pleasure... I am happy and fun... write to me and let's have a great time.",0,51-60,Canada
53,"Los Angeles, California, United States",white,self-employed,widowed,"I am a person who is positive about every aspect of life. There are many things I like to do, to see, and to experience. I like to read, I like to write; I like to think, I like to dream; I like to talk, I like to listen. I like to see the sunrise in the morning, I like to see the moonlight at night; I like to feel the music flowing on my face, I like to smell the wind coming from the ocean. I like to look at the clouds in the sky with a blank mind, I like to do thought experiment when I cannot sleep in the middle of the night.",1,51-60,United States
56,"Skipton, England, United Kingdom",Native American,military,divorced,"I am a really fun person who loves people, loves to laugh, I am very caring,love music, dancing, singing ( in my car) ! Love the church?€?I am a devoted friend. I like to have fun,I have strong moral values with honesty and integrity being the core of my personality, am very cool, i respect my dignity?€?.I?€?m excited to see new places, meet new people and do new things.I?€?m not a fighter and I don?€?t argue, life?€?s too short but I do value friendship and intimacy?€?",1,51-60,United Kingdom
47,"Norwich, United Kingdom",white,self-employed,widowed,"I like to consider myself someone who has a personal relationship with God through Jesus Christ. I believe He died so we could have a living, vital relationship with God, not just a bunch of rules and regulations we?€?re forced to follow",1,41-50,United Kingdom
44,"Kolkata, West Bengal, India",asian,other,single,I am friendly practical and understandable,0,41-50,India
41,"Phoenix, Arizona, United States",white,self-employed,single,"am chris, calm and honest person. ready to offer help to anybody in need. am just here looking for long-term and honest relationship. also a working woman.",1,41-50,United States
34,"Armenia, Quind??o, Colombia",hispanic,teacher,single,"I am a kind, affectionate, expressive man who enjoys a good conversation and, above all, laughing. I hope to find someone with the same",0,31-40,Colombia
44,"Birmingham, UK",black,carer,single,"Loving caring compassionate individual who loves her famliy as lives a life using my bible as a guide and foundation 

Love to cook and create things and like to teach and study",0,41-50,United Kingdom
46,"Cape Coral, Florida, United States",white,self-employed,single,"I?€?m a calm, passionate, understanding person. I am always trying to give a chance to someone to show her inner world, her attitude to me, open her thoughts, dreams, and desires. I am a good listener, but also ready to give advice and help to close and near people. I think that people are different, but kind from the very beginning, just some circumstances of their lives make them to act not always honest. The most important for me is to have respectful and open relations. I am fond of reading no",1,41-50,United States
33,"New York, United States",native american,military,single,"I am loving, honest and caring person with a good sense of humor, I enjoy meeting new people
and knowing their way of life, I enjoy watching the sea waves and the beauty of the mountains and everything that nature has to offer.",1,31-40,United States
58,"New York, United States, or Afula, Israel",mixed,medical,widowed,"I am a loving, kind, romantic, passionate, funny, joyful, fun, person. Looking for the same in my woman. I want chemistry, like to hold hands, affectionate, nice, woman who like to go do. I enjoy boating, swimming, the water, cars, movies, theatre, flying, singing, dancing, and I like to go traveling",1,51-60,Israel
52,"Miami, Florida, United States",white,engineering,divorced,"I am active, fit, kind, generous, a gentleman with a high level of energy and integrity and a great sense of humor. Faith and family are very important to me. I like all sports especially football and hockey. I consider myself a person that is open minded and non-judgmental and am a positive person, that looks forward not behind. I?€?ve learned a lot out of adversity but that has made me a very strong, determined, caring person.",1,51-60,United States
30,"Fort Dodge, IA 50501, USA",white,other,single,My name is Jeremy i am 29 years old im looking for a serious relationship i love hanging out with friends listening to music going for walks,0,31-40,United States
58,"Queens, NY, USA",hispanic,repair,divorced,"Well, it's hard to describe yourself, I'm very hard-working, kind, fun, a little shy at first.",0,51-60,United States
56,"California, United States",white,engineering,divorced,"Am gentle man who love justice and and hate intemidiation, am a man who love respect and care for others and want others to do so .",1,51-60,United States
72,"Vathy 283 00, Greece",white,retired,widowed,"Young at heart and fit, looking after 40 feral cats every day",0,71-80,Greece
31,"New York, United States",native american,self-employed,single,"I?€?m fun caring, loving and up for anything im looking for a great relationship that could turn into long term relationship or a casual relationship so pretty much anything just message me if you want to know more.",1,31-40,United States
31,"Accra, Ghana",white,other,single,IM MONICA FROM GHANA?€?29 YEARS OF AGE AND A STUDENT SEEKING FOR A MAN TO MARRY,1,31-40,Ghana
40,"Perth Amboy, NJ, USA",hispanic,other,single,"Well, I am a romantic person, I like to smile and have the best time. I am humble, I am attentive and I am looking for a nice person who would like to share it with me.....",0,41-50,United States
26,"North Carolina, United States",white,carer,single,"am an Energetic and Sociable person. I appreciate decency and sincerity in a relationship between a man and a woman.. The inner beauty is more important for me than the beauty of appearance. I wish to open a new world in the world of your soul. And if I understand you are the Only whom I am seeking, i share with you all your sorrows and joys, i will be your best friend and life partner I like to travel very much.. It is very interesting to get more knowledge about the new countries, new people and traditions. It?€?s great to have such a possibility",1,21-30,United States
43,"San Francisco, California, United States",hispanic,construction,single,"i am fun looking to meet new people, possibly my",1,41-50,United States
36,"London, United Kingdom",white,self-employed,divorced,"I am a quality woman who is confident, honest, kind, smart, fun, trustworthy, supportive, loving, loves kids, outgoing, down to earth, friendly, great sense of humor, sociable, respectful (I would always treat you with respect). I have good morals, traditional values, I`m a lady who is a very good listener and someone that you could talk too about anything. I`m looking for a long term relationship and a life long lover. I also want someone that is honest with me at all times.",1,31-40,United Kingdom
43,"Estancia, New Mexico, United States",mixed,carer,single,"I?€?m 5?€?9, athletic, mixed woman, with brown eyes and brown hair, who likes men. I?€?m here to meet new people.",1,41-50,United States
66,"Butte, MT, USA",white,construction,single,"I'm single, live in my house in Butte, I have a Dog and she is my Best Buddy, I ride a Harley, I hunt.Fish and spend most of my time outdoors. I am a Strong Conservative, I do not go to Church. Can't be around Smokers, I'm a cancer Survivor, I'll be 63 in June.",0,61-70,United States
30,"Los Angeles, California, United States",white,beauty,single,"I?€?m sure I know how to make you happy. You must have heard many stories and promises about future. My position is simple: we need to meet in person. Can you imagine that a girl with body like mine can be an archaeologist? Well, I am. Do you know many girls who turned their hobbies into way of life? Now you know me. I?€?m easy-going, kind and passionate woman. Please, don?€?t think that I?€?m immature because of my young age, life taught me many things. You see now, why you should start communication with me? Write me and I will explain.",1,31-40,United States
48,"Panama City, Panama",white,other,divorced,"I love going out, traveling, doing fun things, culture and a little sport.",0,41-50,Panama
42,"Murfreesboro, TN, USA",black,sales,married,"I?€?m new to the area and don?€?t want to waste time trying to meet new people. I live in Murfreesboro but work in Nashville, hit me up!!!",0,41-50,United States
52,"Maracaibo, Zulia, Venezuela",hispanic,engineering,single,separated and I have children I like to share and enjoy as a couple,0,51-60,Venezuela
41,"Lima, Peru",native american,other,divorced,"I am a happy person, who always likes to smile even though I am sad and worried I think that everything will work out because God will always open a way out, I have my own control and patience. I read and try to practice the Bible.
I like to have healthy fun, walk and watch the nature view , spend time with friends and learn a lot about personal growth and business entrepreneurship. I consider myself a nice person.",0,41-50,Peru
49,"Brisbane QLD, Australia",white,self-employed,single,"Hi ! A little about me, have worked More then lived ! Time to start to live",0,41-50,Australia
37,"Washington, DC, USA",asian,carer,single,"I am 32 years year old and I live in the United States close to Washington D.C. I graduated from college years ago with a degree in Biology and Psychology. As a result, I currently work as both a nurse and paramedic. I love learning about and working with computers and biomedical research, so I would like to ideally find a career that will meld all of my academic interests together in the future. But until then, I am considering medical school, both at home and abroad.

In what little spare time I have to myself, I enjoy running, rowing/sculling, cycling, swimming, and practicing MMA to stay in shape, drawing/painting, traveling, learning foreign languages and cultures, reading, psychology and history (namely conflict studies), dining and hanging out with friends, and catching up on sleep if time permits.",0,31-40,United States
44,"Austin, Texas, United States",white,engineering,divorced,"I hope you?€?re here to find your one and only. Your kind, intelligent, gentle, romantic, tender, sexy, well-balanced and, to be frank, very hardworking and creative man is here. Well, I really love my job, candle lit dinners, sandy beaches and with all my heart I dream of romantic nights in front of a fireplace with special someone!",1,41-50,United States
48,"Quito, Ecuador",hispanic,self-employed,divorced,"I am a calm, sincere, loving, thoughtful, flexible, tolerant person. I don't like lying and I am looking for a woman who can be my companion, friend, partner with the same values ?€??€?to enjoy everything that life offers. In short, I am a man willing to give my all seeking peace and happiness.",0,41-50,Ecuador
26,"San Jose, Costa Rica",black,other,widowed,am a nice girlam a nice girlam a nice girlam a nice girlam a nice girlam a nice girlam a nice girlam a nice girlam a nice girl,1,21-30,Costa Rica
48,"New York, NY, USA",hispanic,repair,single,I like music I am romantic I like sports I work hard,0,41-50,United States
56,"Ciudad de M??xico, CDMX, M??xico",hispanic,academic,divorced,"I am a man who likes to walk, travel, have fun, I practice diving and motorcycling and I want to find a woman to be a companion on my adventures.",0,51-60,Mexico
31,"Gera, Germany",white,military,single,"i am a gentle caring and loving friendly girl i like to meet people in make friends easily i hate lies, Am looking for a serious relationship and the right man",1,31-40,Germany
43,"San Fernando, Cartagena, Cartagena Province, Bolivar, Colombia",hispanic,other,single,"I am a simple, understanding, hard-working, respectful and, above all, loving person.",0,41-50,Colombia
54,"New Orleans, Louisiana, or Ohio, United States",white,medical,single,"I?€?m rawling mckibben by name and I?€?m from louisiana,I?€?m a doctor and I work with UN(united nation),I Specialized on joint,bone and ligearment,I was here to look for the right,loyal and trustful woman of my heart,and I?€?m where to give her all my life and I?€?m ready to care for her for the rest of my life.",1,51-60,United States
45,"Pisco, Per??",hispanic,writing,widowed,"I like to read, about national reality, literature and passionate",0,41-50,Peru
49,"Galveston, Texas, EE. UU.",hispanic,other,single,"I am a Chilean man looking to have a long-term relationship, I am not into games.",0,41-50,United States
37,"Trujillo, Per??",white,government,single,"I am a calm, responsible person. I like to travel, play sports, among other things.",0,31-40,Peru
35,"Bray, Co. Wicklow, Ireland",hispanic,security,single,"Hi, I'm an Italian 29-year-old boy, long brown hair, dark eyes, athletic body and tall 1,96 meters. I love nature, rainy days, metal music and read. My hobbies are writing, painting, music and sports. The rest you can dicover about me in front of a nice glass of red beer.",0,31-40,Ireland
24,"Limassol, Cyprus",white,self-employed,single,"I am friendly, courteous, affectionate, respectful, and most of all a gentle man. I believe in being open and honest, loving your family, being a REAL friend, treating others with respect, being committed to the ones you love regardless of their actions, showing affection, doing the little things that show you care, listening before deciding, and of course true love.",1,21-30,Cyprus
52,"Boston, Massachusetts, United States",white,construction,widowed,"I?€?m Innus Begum by real name,Am a good caring honest man.i also care for people alot..",1,51-60,United States
30,"Barranquilla, Atl??ntico, Colombia",pacific islander,other,single,"I love sport, dancing, cinema, gym",0,31-40,Colombia
38,"Pomona, CA, USA",hispanic,construction,single,"I'm quiet, shy, I like exercise, watching movies, cooking sometimes.",0,31-40,United States
34,"New York, or Alabama, United States",white,military,single,Am a humble and freedom fighter with good character !! Am a humble and freedom fighter with good character !!,1,31-40,United States
34,"Gu??rico, Venezuela",white,self-employed,single,I am a simple humble and hardworking person,0,31-40,Venezuela
55,"New Mexico, United States",white,engineering,single,"I need a life partner whom we can to spend the rest of our life together someone who is friendly, honest, caring, trustworthy and God fearing i find very much peace and tranquility here i`m 5`11?€? 190 bls with a athletic build, mentally stable, physically fit a good listener God fearing, and a positive person.I am real easy person to talk to and a loving and outgoing father.",1,51-60,United States
51,"Laguna Niguel, California, United States",white,construction,divorced,"AM A SIMPLE MINDED MAN WITH A GOOD AND LOVING HEART OF GOLD,,SEEKING AND SEARCHING FOR MY SOUL-MATE,,SOME TO BE HAPPY WITH FOR THE REST OF MY LIFE,,,HOPEFULLY I WILL BE LUCKY TO MEET HER ON HERE
LOOKING A GOOD AND A GENTLE WOMAN,,SOMEONE TO CALL MINE AND SOMEONE TO SPEND THE REST OF MY LIFE WITH HAPPILY",1,51-60,United States
32,"Denmark, Copenhagen, or Maryland, United States",asian,carer,single,am very caring and honest lady,1,31-40,United States
37,"New jersey, United States",Native American,other,single,"Am a gentle man, honest, friendly,lovin and patience,intelligent, caring, shareful man willing to find my future partner, I love to go beach av some fresh air, love kids around me,willing to find someone who will love me for who I?€?m not what I av done am not that ok to be honest but God is with??me and blessed every man hand workin, and I?€?m willing to give who is ready great love that no one ever give that woman, A good woman ready to settle down and who will be a good mother to my kids",1,31-40,United States
41,"Edison, New Jersey, United States",hispanic,other,single,"I?€?m passionate and young at heart which helps with a sense of humor.I?€?m casual, easy going, sarcastic and chivalrous!I strive to be a gentleman and take pride in treating my woman with dignity and respect.The desire of my heart is that I meet and grow to love the woman with whom I hope to spend the rest of my life I look to try to stay on an even like with someone I just meet and remain focused and positive while being a good listener. I am a very open minded, down-to-earth, laid back, eclectic and modest man who has lots of love to give. Although I haven?€?t had successful relationships in the past. I know what I am looking for in a permanent commitment. I?€?m not looking for someone I can live with but looking for someone I can?€?t live without. People focus so much on the physical or financial attributes of a person, that the fail to think about their lives with that person. Several years down the road for me, it is all about how the person makes me feel inside. Looks fade, money is spent(you never know when either of those things will be exhausted), but who you are on the inside never dies.",1,41-50,United States
49,"New York, United States",white,self-employed,widowed,"I like traveling, cooking, dining out, outdoor activities (e.g., sports, camping, walks), dancing, spin classes, music and optimistic people who are genuine. I am looking to share life experiences (e.g., travel) develop new friendships and eventually begin a meaningful and trustworthy relationship. I wish to avoid pessimistic, superficial and manipulative people ?€? life?€?s too short I?€?m a serious person by nature, but I also have a good sense of humor. I?€?m looking for somebody who chooses larger values over superficial ones. Why is that important to me? I?€?m an inclusive thinker and believe many people have a narrow view of the world and our culture. I genuinely believe in the goodness in people and like to travel as often as possible to learn about life and its possibilities. If you?€?re a conservative person on our political spectrum, you?€?re probably not going to agree with my ideas on how to live a full life. I?€?m looking for a woman who loves words. Loves them and uses them at a high level. Every profile on this site mentions communication, because its crucial! That?€?s why I?€?m looking for a true friend. A friend who knows how important trust, honesty and loyalty are in building relationship. I love ideas and am not afraid of an opinionated woman. I?€?d like to get to know YOU. I love to exercise and enjoy trying different restaurants. If you want to go running or cycling, let me hear from you?€??€?that?€?s just a good workout shared. No pressure beyond the obvious exercise. Who knows?€?..it might become something more as time passed",1,41-50,United States
37,"Fusagasug??, Cundinamarca, Colombia",white,military,separated,"I look for the normal
Someone nice to talk to.",0,31-40,Colombia
35,"Dover, Massachusetts, United States",white,other,single,"I am an attractive, physically and mentally healthy, well adjusted adult that is 100% serious about meeting the RIGHT people. I?€?m a down to earth person and very easy going, open minded. I like great food & drink, a good read and a good laugh, live music to accompany the perfect sunset, a great laugh, a BBQ with friends. Honesty, integrity, education, confidence, discretion, cleanliness and a genuine respect for others go a long way with me. Friends would describe me as sociable, friendly and a really down to earth person. I have a good balance. I am moderately religious. I have a playful nature and am known as a bit of a giggler so will find any reason to have laugh.. I spend my free time with her and friends, going out to eat, movies amongst other things. If you would like to know more then just ask..",1,31-40,United States
62,"Bucharest, Romania",white,manager,divorced,All I need is CONSCIENTIOUSNESS and a bit of laughter!!!,0,61-70,Romania
59,"Montclair, CA, USA",white,disabled,single,I'm a very unique magical person full of electricity very funny and silly laugh and smile alot,0,51-60,United States
51,"London, United Kingdom",white,engineering,widowed,I am an outgoing man i am only interested in matured relationship if I found any .,1,51-60,United Kingdom
25,"Lagos, Nigeria",black,other,single,"My name is Rodan Folade,from Nigeria.am a graduate from one of the best University in Nigeria,i really need a responsible man in my life and the relationship will lead to marriage and we live together like husband and wife.Am 28 years old age,Remember that distance does not matter.what matter is really love.please if you interest contact on my gmail or call my line.k.teduconsult@gmail.com or +2348104837797.thank you so much and love you.",1,21-30,Nigeria
46,"Los Angeles, California, United States",black,self-employed,widowed,"I am David Grills by name?€? 5?€?9?€? 196 lbs with a athletic build , mentally stable, physically fit, a bunch of laughs, warm, caring, honest, good listening,and mostly God Fearing, and a positive person.I am real easy person to talk to and a good listener. I love to play golf ,I like going to the movies , or watching movies in my room , I like swimming ,listening to music and dance to any kind of music, traveling , going bowling and also a good cook.I am a family oriented person and There is more, but it would be better for you to find some things out for yourself..",1,41-50,United States
52,"New York City, New York, United states",Native American,military,widowed,"Am a God fearing man who believe with him all things are possible cos is the most high and am here to look out for a God fearing,faithful and trust worthy woman who is ready to be sincere with me in all ways ?€??€??€??€?i know God is able?€??€??€??€?.please if you think you the right woman for me kindly mail me back..it ill be nice meeting someone of a kind",1,51-60,United states
33,"Bergen, Norway",white,other,single,"Hi, I'm a little shy and reserved when I meet new people. I am from Spain, I am in Bergen for work. I would like to meet a girl who knows how to speak Spanish or at least who can defend herself, also in English but I don't know how to speak it very well, who can teach me a little about Bergen and time will tell. Greetings",0,31-40,Norway
75,"25469 Halstenbek, Germany",white,retired,widowed,"Hello.. my name is Valerie and I live in Germany, although I have relatives in Australia, Sydney and Brisbane. I would like to leave Germany and live in Australia. I am quite attractive and a remaining young at heart girl. My motto is try to be kind. Acceptance and tolerance are also important characteristics.",0,71-80,Germany
51,"Tegucigalpa, Honduras",mixed,teacher,divorced,"I am nice, fun, sensitive. Affectionate. I don't like being played with, I am serious, focused, friendly, faithful, I like to know about cultures, learn English and a little bit of Turkish.",0,51-60,Honduras
54,"Tacoma, Washington, or Utah, United States",native american,military,widowed,"Am Scotte Adams Dickey Advisor by name, 6`1 tall with blue eyes and a bald head. I will be 55years coming 17th April, am a widow with one son .I started A &A Children Academy at 6 and later on continued from Calvary Baptist Church Schools. I was very playful at school and it affected my academic works, I joined the Military academy at the age of 16. I was in the boarding school so my parents visit me once in a while. I didn?€?t spend much time at home. This is my sad side I don`t like talking about as it get me crazy and get remembered of the past but I will have to as it is all in the process of knowing each other better and take life from there. Come from a small unit of family which is my mom dad and i,my mom was in t ce medical field of the army and later died of breast cancer,my dad was into jewelry business and also later died of motor cycle accident. ask me any quetion you wanna know about me..",1,51-60,United States
32,"Palmira, Valle del Cauca, Colombia",black,other,single,"Loving, affectionate, respectful and very kind, I am brunette and have a very good body.",0,31-40,Colombia
32,"Guadalajara, Jalisco, Mexico",hispanic,technology,single,I'm nearly new in town .. I want to know people im original from here but i haven't touch this land since i was 8 years old,0,31-40,Mexico
45,"Barranquilla, Atl??ntico, Colombia",hispanic,beauty,single,"I am simple, sincere, I like to read, I love nature, I like to talk, I am spontaneous, happy, very respectful. And I like lying.",0,41-50,Colombia
54,"Raytown, MO, USA",white,security,divorced,This is the hard part LOL I like a little bit of everything bonfires and camping to a night on the town dinner and a movie. I like to go treasure hunting in antiques shops. I like spending time with family and friends. I like to travel and see things missing that person to see things with.,0,51-60,United States
38,"Panama City, Panama",white,legal,single,Honest work interesting and intelligent tender loving,0,31-40,Panama
30,"Dublin, Ireland",mixed,self-employed,single,"I am a single foreign lady nurse.I am sweet and lovely,romantic
I seek a good matured man for serious relationship,visits and possible marriage.
A man who will be my life partner,companion,best friend and loving husband.
I am willing to relocate to join the right man.serious man only.",1,31-40,Ireland
49,"Houston, Texas, United States",white,military,widowed,"Honestly I don?€?t know how I?€?m going to describe my personality here in a few sentences but I will try. I am warm, enthusiastic, very passionate and excited about new ideas and people. I am creative person and I like to bring beauty to everything! I have many skills and talents; I am very bright and intuitive. I want to take pleasure of every minute of my life and I can say for sure that I LOVE TO LIVE",1,41-50,United States
43,"Le??n, Espa??a",white,construction,single,"I am a simple, fun person and passionate about the mountains, I love the sun and spending time outdoors.",0,41-50,Spain
50,"Fresno, United States",white,manager,single,"I am that easy going type,open minded and a good listener .I laugh a lot and try to make people around me all the time happy. I always make sure to share the little that I have with someone and Im also satisfied with what i have achieved.",1,51-60,United States
46,"Ciudad de M??xico, CDMX, M??xico",hispanic,other,married,I am looking for the real happiness that I have dreamed of in my life. And what I strive to have,0,41-50,Mexico
58,"Cologne, Germany",white,other,separated,"Attractive, friendly, have many interests, looking for a man for a serious relationship",0,51-60,Germany
37,"Donetsk, Ukraine, or Luhansk, Ukraine",asian,technology,single,"I am the girl who look better, than those on which tons of make-up. I am well-groomed. And what about my character-I am the the one with which you are will be comfortable at all times)))
I am tall slim blond with burning brown eyes.
Kind, sensible, emotional, openminded but girl with character and principles!
I welcome the presence of intelligence and the adequacyand sense of humor.
I Search warm arms for cold weather because we can not stop the rain",1,31-40,Ukraine
28,"Ft.Collins, Colorado, United States, or Birmingham, United Kingdom",white,other,single,"Am looking for someone genuine who has a sense of humor,likes to smile and has similar interests,I aim to fulfill my partner as much as possible as i would hope they would do for me.
message:
am seeking to relocate?€?Am tessey from birmingham England. Yahoo msger ?€? tessey3sure@yahoo.com and share pics ?€? tessey3sure@gmail.com
next",1,21-30,United Kingdom
57,"London, United Kingdom, or Hassenberg, Germany",white,engineering,single,"I?€?m a single man who has been described by those closest to me as: funny, thoughtful, loyal, sometimes too hard working, and classy. I have high expectations for myself and give 100% when I commit to a project. Every day is a new adventure for me and I wake up each morning with a smile. I am dedicated & faithful to the one I love. I like to throw in a little imagination and fantasy into reality. I feel it helps with spontaneity and keeps things lively. I enjoy going out or staying in, but I?€?m definitely more on the go these days than not. I believe resilience, independence, curiosity and spunk are essential parts of my personality. I have some family responsibilities My career involves gathering group of people from different race and with different faiths so I understand and care for them greatly. I enjoy being with someone who brings out the best in me and I will bring out the best in you. Relationships should not just be about me, or you, but US, if you want something significant. If you are ready for an incredible man and think you can keep up, then I am definitely someone you should meet. If you consider yourself intelligent, nice-looking, funny, and adventurous, I have been looking for you. I want??€?Well, hmmm?€?Honesty! Faithfulness! Chemistry! If there is true chemistry the rest should fall into place?€?.Ok, It doesn?€?t matter what your body type is. I don?€?t care if you have hair or not. The winner of my heart will always feel",1,51-60,Germany
64,"Franklin, MI 48025, USA",white,sales,single,"I?€?m analytical. I attempt to prevent as many problems as possible. I?€?ve never smoked. I don?€?t drink! I?€?m into many things, especially science.",0,61-70,United States
78,"Santiago de Quer??taro, Qro., M??xico",hispanic,other,widowed,"I am a happy person, I like to exercise and be happy!!",0,71-80,Mexico
30,"Adelanto, California, New York, United States",mixed,other,single,"Am Laide Cole,single,never married and no kid.easy going fun loving and understanding with good sense of humor.i love cooking trying a new dish on my free time,go to gym 4 times a week,i love to play golf,shoot pool and snowboard.am loving and caring and God fearing",1,31-40,United States
27,"Columbus, Ohio, United States",hispanic,self-employed,single,"i am an easy going person,i am just looking for someone that will love,treat me well,respect me and will not play with my feelings",1,21-30,United States
35,"Bor??s, Sweden",hispanic,other,single,"Hello. I am a serious and happy woman. I enjoy good company, and I am a very sincere and transparent person.",0,31-40,Sweden
48,"Quito, Ecuador",hispanic,other,divorced,Cuban living in Ecuador. I like to laugh and enjoy the good moments in life.,0,41-50,Ecuador
29,"Woodland, California, United States",white,manager,single,I wan?€?t to create a family! I need a man who should be the same! I am 29 years old. I have no children. I?€?ve never been married. I believe that I must catch up!,1,21-30,United States
55,"New York, United States",white,military,divorced,looking for someone who is loyal and knows what they want.Someone who sticks it out through thick and thin?€?someone who will be there when times are rough.Someone who does not run away every 6 weeks only to be begged to comeback?€?.,1,51-60,United States
57,"Palmira, Valle del Cauca, Colombia",hispanic,clerical,widowed,"I am a happy, serious woman. Entrepreneurial, sociable, I like to travel, gastronomy",0,51-60,Colombia
31,"Caracas, Distrito Capital, Venezuela",hispanic,other,single,"Hello, I am looking to know love???? I am a fun worker and model I like to sing",0,31-40,Venezuela
53,"Cologne, Germany",white,transport,divorced,"Hello! I'm an airline pilot and I'm working in Cologne often so I thought I would try to meet some new friends and learn more about the area. I've been described as attractive, funny, and fit. Look forward to hearing from you!",0,51-60,Germany
52,"Indianapolis, IN, USA",black,cleaner,single,I am a very easy going person. I enjoy going to the movies and flea markets.,0,51-60,United States
