gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent
male,51 y.o.,"Louisville, KY, USA",single,teenlitsey,native american,electrician,fun loving and out going,from 35 to 86,no children,Straight,Spiritual,non-smoker,never,Serious Relationship
male,36 y.o.,"La Guaira, Venezuela",single,Jeicker,hispanic,Trabajo por mi propia cuenta,-,from 19 to 50,more than 2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship
female,35 y.o.,"Kremenchuk, Poltava Oblast, Ukraine, 39600",in relationship,Marina85009,white,-,-,from 19 to 86,more than 2 living elsewhere,Straight,Jewish,social smoker,social drinker,"Serious Relationship, Marriage"
female,27 y.o.,"La Paz, Bolivia",single,MariSolita,hispanic,-,"hola me gusta mucho la cultura Turca, quisiera conocer una persona de allá",from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
female,50 y.o.,"Bydgoszcz, Poland",divorced,Oliviia,white,-,-,from 65 to 86,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
female,25 y.o.,"New Orleans, LA, USA",single,Darlenis10,hispanic,-,Soi dominicana tengo 23 años soltera no tengo hijos vivo en Estados Unidos,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship
male,42 y.o.,"Boise, ID, USA",single,Djackdan,white,Chef,Just seeing what's our there. I work allot and I have a couple nights a week that it would be nice to be with someone.,from 21 to 45,no children,Straight,Spiritual,social smoker,social drinker,"Fun, Romance, Serious Relationship"
female,23 y.o.,"Tobatí, Paraguay",single,Lujang,mixed,Estudiante universitaria,-,from 19 to 86,want children,Straight,Other,non-smoker,occasional drinker,Fun
male,49 y.o.,"Durango, Dgo., México",single,Edgar2375,hispanic,Conductor de applicacion,-,from 44 to 50,no children,Straight,Other,light smoker,occasional drinker,Serious Relationship
male,54 y.o.,"29640 Fuengirola, Málaga, Spain",single,dirk326,white,-,-,from 19 to 44,no children,Straight,Other,non-smoker,social drinker,"Serious Relationship, Marriage"
male,49 y.o.,"Armenia, Quindío, Colombia",separated,Jaquiz08,hispanic,-,-,from 30 to 70,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,48 y.o.,"New York, NY, USA",single,Will01,hispanic,-,-,from 19 to 86,want children,Straight,Other,non-smoker,social drinker,Friendship
male,38 y.o.,"Windham, NH 03087, USA",single,Kevin5278,black,-,-,from 19 to 86,no children,Straight,Other,light smoker,occasional drinker,Fun
male,37 y.o.,"Coro 4101, Falcón, Venezuela",single,Negro525,black,Ingeniero petroquímico,-,from 19 to 86,1-2 living with me,Bisexual,Other,non-smoker,never,"Fun, Friendship"
female,37 y.o.,"San Salvador, El Salvador",single,Ayla,hispanic,Medicina,-,from 35 to 50,no children,Straight,Other,non-smoker,never,"Friendship, Serious Relationship, Marriage"
male,37 y.o.,"Port of Spain, Trinidad and Tobago",single,Kevon_36b,black,-,Quite don't really speak much anti social,from 19 to 86,no children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Serious Relationship"
female,64 y.o.,"Havana, Cuba",single,Dumois441,black,Engineer agronomist retired,-,from 60 to 75,no children,Straight,Christian,non-smoker,never,Serious Relationship
female,57 y.o.,"Altoona, IA, USA",separated,Lauren66,white,-,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Romance
female,51 y.o.,"Almaty, Kazakhstan",single,AliyaAkmetova,asian,"Чтение, вязание, шитье",-,from 48 to 60,no children,Straight,Muslim,non-smoker,never,Marriage
female,27 y.o.,"Edmonton, AB, Canada",single,alliyah26,white,Labourer,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship
male,59 y.o.,"London, UK",separated,gentletouch4762,white,Manager,Very well mannered loyal caring loving honest generous gent. Still believes in Chivalry. Loves holidays.Hygiene is a must. I always smell nice. Always come to Florida every year. Here again in November. Looking for a nice lady to chat with and become good friends and see how we get on once we meet in November. If it goes well i with the chat i will also come over sooner. Can never have too much of Florida. Looking for a nice sweet Floridian lady.,from 19 to 86,don't want children,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
female,40 y.o.,"17300 Blanes, Girona, España",single,Sereja,white,Cuidadora de personas mayores,-,from 37 to 50,1-2 living with me,Straight,Christian,non-smoker,never,Marriage
male,34 y.o.,"Tijuana, B.C., México",separated,Jesus198932tino,hispanic,Mecánico,Soy amante de la música y me encanta salir a pasear y conocer lugares nuevos me encanta ser romántico y cariñoso busco a alguien con quién compartir mi vida y si se puede casarme y formar un hogar,from 19 to 86,more than 2 living elsewhere,Straight,Christian,light smoker,occasional drinker,"Romance, Serious Relationship, Marriage"
male,37 y.o.,"Caracas, Distrito Capital, Venezuela",divorced,Xavier1986,hispanic,-,-,from 25 to 50,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,61 y.o.,"Nuevo León, México",widowed,Sergio60,white,Comerciante,-,from 45 to 55,more than 2 living elsewhere,Straight,Spiritual,non-smoker,never,"Serious Relationship, Marriage"
male,57 y.o.,"Agua Prieta, Son., México",single,Franny66,hispanic,-,-,from 50 to 64,don't want children,Straight,Other,non-smoker,never,Serious Relationship
male,42 y.o.,"La Habana, Cuba",divorced,Greg81,hispanic,Sociólogo,"Soy un hombre que está claro de lo que desea y de cómo lo desea, alguien que actúa como piensa y seguro ha sido fiel a sus ideas y a su comportamiento.",from 19 to 86,want children,Straight,Other,non-smoker,occasional drinker,"Serious Relationship, Marriage"
male,31 y.o.,"Guatemala City, Guatemala",single,German30,white,Musico,Amigable respetuoso sociable humorista,from 19 to 40,no children,Straight,Christian,social smoker,social drinker,Friendship
female,49 y.o.,"Kyiv, Ukraine, 02000",widowed,Natali48,white,Кулінарія,-,from 40 to 50,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
male,46 y.o.,"Albuquerque, NM, USA",single,Jdg1222,hispanic,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance"
male,56 y.o.,"Dublin, Ireland",single,FamousPoet3,white,Poet,A famous Romantic Poet.,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,never,"Fun, Romance, Serious Relationship"
male,56 y.o.,"Oradea, Romania",single,Adrian001,hispanic,pensionar,-,from 48 to 61,don't want children,Straight,Christian,light smoker,social drinker,Serious Relationship
male,32 y.o.,"Fredericksburg, VA 22401, USA",single,JeremyZ,hispanic,-,-,from 21 to 30,want children,Straight,Other,non-smoker,social drinker,Friendship
female,46 y.o.,"Birmingham, UK",single,Donna22,white,On benefits,I am very friendly and helpful and funny and I like going out places,from 19 to 86,no children,Straight,Other,non-smoker,never,Serious Relationship
male,42 y.o.,"Comerio, Comerío 00782, Puerto Rico",single,Kemp40,hispanic,Obrero,-,from 21 to 40,no children,Straight,Atheist,non-smoker,occasional drinker,"Friendship, Romance"
male,33 y.o.,"Miami, Florida, EE. UU.",single,Albertocortes90,hispanic,-,-,from 19 to 40,no children,Straight,Christian,non-smoker,never,Marriage
male,45 y.o.,"Anaheim, California, EE. UU.",single,Rury,hispanic,Construction,-,from 33 to 45,want children,Bisexual,Other,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage"
female,39 y.o.,"Quito, Ecuador",single,FridaG,mixed,Educadora,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Marriage
female,30 y.o.,"San José Province, San José, Costa Rica",single,an_cj,hispanic,Mercadeo y ventas,Just trying to meet someone for friendship because I’m planning to go to Island,from 19 to 86,don't want children,Straight,Other,non-smoker,social drinker,Friendship
female,40 y.o.,"Centro Habana, La Habana, Cuba",divorced,Yadita,white,Representante de artistas,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,"Friendship, Serious Relationship"
male,42 y.o.,"Montijo, Portugal",single,Sema41,white,Tecnico,-,from 35 to 47,no children,Straight,Spiritual,social smoker,social drinker,"Fun, Romance, Serious Relationship"
female,35 y.o.,"Villavicencio, Meta, Colombia",single,Caley,hispanic,-,-,from 39 to 50,don't want children,Straight,Other,non-smoker,social drinker,Friendship
male,27 y.o.,"41026 Pavullo nel Frignano, Módena, Italia",single,RamsesAlejandro1,hispanic,-,-,from 25 to 45,no children,Straight,Spiritual,social smoker,social drinker,Fun
male,45 y.o.,"Buenos Aires, CABA, Argentina",single,Mauricio13,hispanic,Profesor de Yoga,-,from 35 to 57,no children,Homosexual,Other,non-smoker,never,Serious Relationship
male,46 y.o.,"Las Vegas, NV, USA",single,VegasPillowTester,white,-,-,from 19 to 86,more than 2 living with me,Straight,Atheist,non-smoker,social drinker,Fun
male,38 y.o.,"Elgin, TX 78621, USA",widowed,Loyal4Eva85,white,Freelancer,"Bashful, honest, real...""Know your worth, never put yourself in the bargain bin, oh that's how others will value you""",from 30 to 65,want children,Straight,Spiritual,light smoker,social drinker,"Fun, Friendship, Romance"
male,44 y.o.,"Caracas, Capital District, Venezuela",divorced,Davidnavas02,hispanic,Abogado,-,from 19 to 86,want children,Straight,Christian,social smoker,social drinker,Marriage
female,21 y.o.,"İstanbul, Turkey",single,olesiaa,white,-,-,from 19 to 86,no children,Straight,Atheist,non-smoker,never,Fun
female,54 y.o.,"Alicante (Alacant), Alicante, España",single,Goya,hispanic,Profesora,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,32 y.o.,"Zacatecas, Josefa Zozaya, Guadalupe, N.L., México",in relationship,Pollo1991,hispanic,-,-,from 19 to 35,1-2 living elsewhere,Straight,Atheist,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,35 y.o.,"Lima, Perú",single,Arbain,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,Friendship
male,41 y.o.,"Aguascalientes, Ags., México",divorced,JoseQ,white,Comerciante,-,from 23 to 40,1-2 living elsewhere,Straight,Christian,non-smoker,never,Marriage
male,36 y.o.,"Bentonville, AR, USA",single,Jballz333,white,Manufacturing,"Musician, painter, writer, I'm artsy",from 19 to 86,1-2 living elsewhere,Bisexual,Atheist,light smoker,social drinker,"Fun, Friendship, Romance"
female,19 y.o.,"Caracas, Distrito Capital, Venezuela",single,Jotcimar,black,-,Me encanta comer y comer y me gusta bailar mucho????,from 19 to 86,no children,Bisexual,Other,non-smoker,social drinker,"Romance, Serious Relationship"
female,60 y.o.,"Buenos Aires, Argentina",divorced,PenelopePitstop,white,Writer,"British expat Lady seeking Older battle worn Knight. Loves the countryside, horses, farming, cattle, dinner parties, gatherings with friends and family,. Opera, concerts, reading, stories by the the fire and of course candle light, making love in a storm. (er inside a cosy bed, not actually in the storm.....) 

Born in London educated in South East asia and europe due to my father's work for the government. Old school codes yet have big sense of humour and fun. Strong minded organised, Been single for 9 years due to divorce and taking care of my youngest son. Ready for that last leg of life with an amazing bright attractive strong old fashioned well heeled successful man. willing to relocate. Currently in South America finishing off a research/writing project.",from 53 to 86,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,"Romance, Serious Relationship, Marriage"
male,31 y.o.,"Masaya, Nicaragua",single,Alfredo12,hispanic,POS Tech support,"I just want to get to know Hungarians, I love that country",from 19 to 45,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Serious Relationship"
male,37 y.o.,"Charlotte, NC, USA",single,Rosales,hispanic,-,-,from 25 to 50,no children,Straight,Christian,non-smoker,social drinker,Friendship
male,48 y.o.,"Springfield, GA, USA",separated,Reyesmolina,hispanic,Operador,-,from 19 to 60,more than 2 living with me,Straight,Other,non-smoker,never,Serious Relationship
female,38 y.o.,"Piketberg, 7320, South Africa",single,Johanie,mixed,Housekeeper,Honest trustworthy and friendly hate lies down to earth person always smiling and appreciate little things in life funny and loving always care of others,from 36 to 55,more than 2 living elsewhere,Straight,Christian,social smoker,occasional drinker,Marriage
male,48 y.o.,"Apucarana, State of Paraná, Brazil",single,DennysvmmMakena77,hispanic,-,-,from 19 to 86,want children,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage"
male,56 y.o.,"Caracas, Capital District, Venezuela",single,Ignaciobri,white,Piloto,-,from 57 to 57,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Romance
male,40 y.o.,"St. Louis, MO, USA",divorced,SAQUEO,hispanic,Remodelacion,-,from 22 to 50,1-2 living elsewhere,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship"
male,56 y.o.,"Phoenix, AZ, USA",divorced,phunter,mixed,semi retired,"love the outdoors, dogs camping",from 19 to 86,don't want children,Straight,Other,non-smoker,never,Serious Relationship
male,49 y.o.,"Barquisimeto 3001, Lara, Venezuela",divorced,Mayito1974,hispanic,Terapeuta,-,from 30 to 40,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Serious Relationship
male,28 y.o.,"Buenos Aires, CABA, Argentina",single,cgabriel7c,hispanic,-,-,from 20 to 40,no children,Straight,Other,chain smoker,heavy drinker,"Romance, Serious Relationship, Marriage"
male,27 y.o.,"Ciudad de México, CDMX, México",single,Alexis1031,hispanic,Estudiante de Ingenieria en Sistemas,-,from 19 to 30,no children,Straight,Other,non-smoker,never,Serious Relationship
female,52 y.o.,"L'Hospitalet de Llobregat, Barcelona, España",divorced,Charo8,white,Pensionista,"Educada, sincera,leal,cariñosa, sencilla...lo demás, mejor lo descubres tú.",from 48 to 58,1-2 living with me,Straight,Christian,light smoker,occasional drinker,"Serious Relationship, Marriage"
male,40 y.o.,"Tucson, AZ 85741, USA",divorced,Bandido,hispanic,-,-,from 19 to 60,1-2 living elsewhere,Straight,Other,social smoker,social drinker,Fun
male,41 y.o.,"Quito, Ecuador",single,Sebastian82,hispanic,Eléctrician technical,-,from 30 to 43,no children,Straight,Other,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
male,44 y.o.,"Grand Rapids, MN 55744, USA",divorced,Not4sure,white,Contractor,"Real easy-going, and great sense of humor.
Ready for anything",from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Fun, Romance"
female,52 y.o.,"Mérida, Venezuela",divorced,Adel1708,white,Licenciada en administración,-,from 55 to 65,1-2 living with me,Straight,Other,non-smoker,never,Serious Relationship
male,39 y.o.,"Los Angeles, CA, USA",married,Looez,hispanic,-,-,from 19 to 40,no children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship"
male,46 y.o.,"Caracas, Distrito Capital, Venezuela",single,AlexisD,hispanic,-,-,from 19 to 57,1-2 living elsewhere,Straight,Other,light smoker,occasional drinker,"Fun, Romance, Serious Relationship, Marriage"
male,43 y.o.,"Riobamba, Ecuador",single,Arcangel666,hispanic,-,-,from 30 to 37,no children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
female,28 y.o.,"Harare, Zimbabwe",married,Rufaro,black,Studied commerce and,-,from 19 to 86,more than 2 living with me,Straight,Christian,non-smoker,occasional drinker,Friendship
male,38 y.o.,"Kaunas, Kaunas City Municipality, Lithuania",married,David86,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,Fun
female,32 y.o.,"Berlin, Germany",single,Karina734,white,-,"einen lieben maennlichen Menschen als Freund oder auch mehr?!
Ich selbst wohne in Pforzheim, bin 31 Jahre jung, 165 gross und habe die richtigen Pfunde an den richtigen Stellen.
Wenn Du Dich angesprochen fuehlst und auch aus Berlin oder Umgebung kommst dann freue ich mich wenn Du Dich meldest.",from 35 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship
male,47 y.o.,"Sydney NSW, Australia",married,Dee76,white,Tradie,-,from 19 to 86,1-2 living with me,Straight,Other,non-smoker,social drinker,Friendship
male,68 y.o.,"Colón, Panamá",separated,Jaime27,hispanic,Ingeniero técnico,-,from 40 to 70,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,60 y.o.,"Lima, Perú",separated,maywi3012,hispanic,comerciante,"soy una persona trabajadora responsable , gustan los niños",from 19 to 45,want children,Straight,Atheist,non-smoker,never,"Serious Relationship, Marriage"
female,52 y.o.,"Montebello, CA, USA",widowed,Ladybug7,hispanic,Nursing,"Iam a woman who is outgoing and down to earth but has a good heart to love someone , honest and very devoted ...",from 47 to 52,1-2 living with me,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,42 y.o.,"Madrid, España",single,Baima,white,Ingeniero,-,from 19 to 86,no children,Straight,Spiritual,non-smoker,never,Romance
female,37 y.o.,"Dublin, Ireland",single,JuliaLi,white,-,-,from 19 to 86,want children,Straight,Other,non-smoker,never,Serious Relationship
male,38 y.o.,"Springfield, MO, USA",single,adbison,white,grocery store,strong muscular hard working,from 26 to 36,want children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
male,49 y.o.,"El Progreso, Honduras",single,Soltero1804,hispanic,Comerciante,-,from 19 to 25,1-2 living elsewhere,Straight,Christian,non-smoker,never,"Romance, Serious Relationship"
male,48 y.o.,"Lima, Perú",separated,Eli75,hispanic,Emprendedor,-,from 19 to 29,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,53 y.o.,"North Charleston, SC, USA",divorced,CoolDNM,white,Assembler,"gym, yoga, run, skiing, books, forest, sea, nature, cuisine, learning 

love nearness, feeling fortunate getting to be with true love for life, obviously I failed a few times, yet still willing and able, 

you have to click, become fast friends, see about chemistry romance, synch, respect, feel together, can talk about anything",from 23 to 53,1-2 living elsewhere,Straight,Spiritual,non-smoker,never,Serious Relationship
male,41 y.o.,"Provincia de Buenos Aires, Argentina",divorced,dnicolas0904,hispanic,Técnico,-,from 19 to 40,want children,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage"
female,43 y.o.,"Medellín, Antioquia, Colombia",single,Mahda,hispanic,-,-,from 19 to 86,1-2 living with me,Straight,Spiritual,non-smoker,never,Serious Relationship
male,53 y.o.,"Guatemala City, Guatemala",single,Lioctavio,hispanic,Asesor Comercial,De actitud positiva.,from 30 to 45,no children,Straight,Christian,non-smoker,never,Serious Relationship
male,39 y.o.,"Dublin, Ireland",divorced,Mason852,white,Stonemason,"Hard working, serious but fun! Had a very active life! Not telling you everything that the fun part!!",from 25 to 45,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship"
male,26 y.o.,"Mława, Poland",single,ViktorAndrienko,white,Гитара,-,from 19 to 35,no children,Bisexual,Christian,light smoker,social drinker,"Romance, Serious Relationship"
female,30 y.o.,"Caracas, Capital District, Venezuela",single,Edgle,hispanic,Cuenta propia,Soy mujer tratable d buenos sentimientos en busca d una gran persona,from 31 to 75,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship
male,57 y.o.,"Lechería, Anzoátegui, Venezuela",divorced,JulianJoselugo,hispanic,Abogado. Planificador y Asesor Estratégico,-,from 35 to 55,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Marriage
male,39 y.o.,"Bogotá, Bogota, Colombia",divorced,Agudelo2303ruben,hispanic,-,"Soy responsable. Respetuoso ,trabajador",from 25 to 40,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
male,52 y.o.,"Schaffhausen, Switzerland",separated,Mercator,white,HR-Manager,-,from 25 to 45,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,49 y.o.,"Sevilla, España",separated,Manu47,white,Telecomunicaciones,Amable sincero bastante tranquilo,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship"
male,33 y.o.,"Tacna, Perú",single,Daniel1990Peru,hispanic,-,-,from 19 to 40,no children,Straight,Other,non-smoker,social drinker,"Serious Relationship, Marriage"
female,31 y.o.,"Utrecht, Netherlands",divorced,Mariia29,white,Shop assistant,-,from 19 to 86,want children,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage"
female,40 y.o.,"Mexico City, CDMX, Mexico",single,Alex1983,hispanic,Abogada,-,from 40 to 55,1-2 living with me,Straight,Other,social smoker,social drinker,Romance
male,31 y.o.,"Bucaramanga, Santander, Colombia",single,AN_TONIO,hispanic,Construcción,-,from 25 to 50,no children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Serious Relationship, Marriage"
male,34 y.o.,"Plovdiv, Bulgaria",single,Dimassd,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Romance
male,28 y.o.,"Chattanooga, TN, USA",single,Loquitoserio,hispanic,Pintor,-,from 25 to 45,no children,Straight,Spiritual,social smoker,never,Romance
male,35 y.o.,"Rubio 5030, Táchira, Venezuela",single,BRACA12,hispanic,profesor de zumba,super alegre amoroso apasionado me gusta lavar cocinar y plachar y algo los oficio de hogar,from 19 to 86,want children,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage"
male,40 y.o.,"Sharpsburg, KY 40374, USA",single,Outthere9,white,Merchandiser,-,from 19 to 86,1-2 living elsewhere,Straight,Atheist,non-smoker,never,"Fun, Romance"
male,31 y.o.,"Aberdeen, WA, USA",single,Joss727,hispanic,-,Soy amigable y carismático y complaciente,from 25 to 40,no children,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship"
female,36 y.o.,"Xalapa-Enríquez, Ver., México",separated,ElenaGiaSa,hispanic,Estudiante,-,from 29 to 45,1-2 living elsewhere,Straight,Other,social smoker,social drinker,"Friendship, Serious Relationship"
female,28 y.o.,"Caracas, Distrito Capital, Venezuela",single,Mariam2102,hispanic,-,-,from 26 to 46,no children,Straight,Other,non-smoker,never,"Romance, Serious Relationship, Marriage"
male,49 y.o.,"Asunción, Paraguay",divorced,Efrate,hispanic,Técnico en electrónica,Soy una persona muy responsable y honesta,from 35 to 50,1-2 living elsewhere,Straight,Muslim,non-smoker,occasional drinker,Serious Relationship
female,24 y.o.,"Madrid, España",single,Douglep,white,-,-,from 19 to 86,don't want children,Straight,Christian,non-smoker,never,"Fun, Romance"
male,37 y.o.,"Daytona Beach, FL, USA",in relationship,Josh1103,white,Construction,-,from 19 to 50,no children,Straight,Other,light smoker,social drinker,Fun
male,44 y.o.,"Tampa, Florida, EE. UU.",single,Didier80,hispanic,Entrenador de Artes Marciales,-,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,never,Romance
male,38 y.o.,"Ostend, Belgium",single,Nionn,white,-,-,from 19 to 86,want children,Straight,Atheist,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,44 y.o.,"Bogotá, Bogota, Colombia",single,Joel1,hispanic,Vendedor,-,from 19 to 40,want children,Straight,Spiritual,non-smoker,never,Marriage
female,33 y.o.,"Bucaramanga, Santander, Colombia",single,Ivanna01,white,Desempleada,-,from 30 to 39,don't want children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Serious Relationship, Marriage"
male,32 y.o.,"Concordia, Entre Rios, Argentina",in relationship,cesar2345,white,-,-,from 19 to 70,want children,Straight,Spiritual,non-smoker,never,Fun
male,69 y.o.,"Leicester, UK",single,Bigman55,white,-,-,from 35 to 70,no children,Straight,Christian,social smoker,never,"Fun, Friendship"
male,62 y.o.,"Edmonton, AB, Canada",divorced,Hooner,white,-,-,from 19 to 69,1-2 living elsewhere,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance"
female,51 y.o.,"Mahoning County, OH, USA",single,Noahtwo,white,Nursing aid,-,from 50 to 60,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship
female,33 y.o.,"Green Bay, WI, USA",single,2FWU,hispanic,-,-,from 19 to 86,no children,Straight,Other,light smoker,never,Fun
male,27 y.o.,"Kansas City, MO, USA",single,Rigoguzman1,hispanic,-,-,from 19 to 40,no children,Straight,Other,social smoker,social drinker,Fun
female,43 y.o.,"Tijuana, B.C., México",single,Jannet42,mixed,Productos medicos,"Soy una mujer soltera .no tomo ni fumo.no tatuajes. Me gusta trabajar ser independiente.musica trankila. Tiempo libre leer. Cocinar .escuchar musica
Soy muy trankila. No me gusta jugar ni k juegen conmigo.",from 44 to 58,1-2 living with me,Straight,Other,non-smoker,never,Serious Relationship
male,33 y.o.,"Baku, Azerbaijan",married,Gurban,white,-,-,from 40 to 55,1-2 living with me,Straight,Muslim,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,39 y.o.,"Lanesville, IN 47136, USA",single,Fastbmw812,black,Business,"Outdoors, lakes, bonfires, drive in, movie at night, concerts, beaches, sangria.",from 19 to 86,1-2 living with me,Straight,Spiritual,non-smoker,never,"Romance, Serious Relationship"
male,50 y.o.,"Portland, OR, USA",single,Alenn,white,hotel industry,"I am fun loving, a good father, a good listener and love a woman with confidence who loves to smile. I have 3 goldfish and numerous other exotic pets. I walk, hike and like the theatre and silly restaurants. I think i belong in the beatnik era.",from 53 to 55,no children,Straight,Atheist,non-smoker,social drinker,Friendship
female,48 y.o.,"Managua, Nicaragua",single,Ajaja75,hispanic,Teacher,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,33 y.o.,"Veracruz, México",single,jalex98765,hispanic,-,-,from 19 to 40,no children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
female,54 y.o.,"Kissimmee, Florida, EE. UU.",divorced,belquis1969,hispanic,Hostelería,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship
male,50 y.o.,"Bay City, MI, USA",divorced,Icu4date,white,-,-,from 30 to 50,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,42 y.o.,"Murfreesboro, TN, USA",married,629423,black,Sales,"I’m new to the area and don’t want to waste time trying to meet new people. I live in Murfreesboro but work in Nashville, hit me up!!!",from 25 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance"
male,69 y.o.,"Porter, TX 77365, EE. UU.",divorced,Eduardoacosta,hispanic,Venta y servicios Heather AC Sostem,-,from 60 to 75,1-2 living elsewhere,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
male,26 y.o.,"Ciudad Real, España",single,Omarbou,white,-,-,from 19 to 40,no children,Straight,Muslim,non-smoker,never,"Serious Relationship, Marriage"
female,43 y.o.,"Provincia de Alajuela, Alajuela, Costa Rica",widowed,Javita,hispanic,Asistente Administrativo,-,from 39 to 49,1-2 living with me,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship, Marriage"
female,29 y.o.,"Auburn, CA 95602, USA",single,JACQUELINNEMPANCAN,white,-,-,from 28 to 28,want children,Homosexual,Jewish,non-smoker,never,"Fun, Friendship, Serious Relationship, Marriage"
female,34 y.o.,"Cali, Valle del Cauca, Colombia",single,Nya33,white,-,-,from 35 to 42,no children,Straight,Other,non-smoker,occasional drinker,"Friendship, Serious Relationship"
male,43 y.o.,"Houston, Texas, EE. UU.",divorced,Fabian80,hispanic,Conductor,-,from 19 to 86,1-2 living with me,Straight,Other,non-smoker,never,"Friendship, Romance, Serious Relationship"
male,41 y.o.,"Pamplona, Navarra, España",single,Kamal22,white,Electricidad,-,from 19 to 86,no children,Straight,Muslim,light smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage"
male,35 y.o.,"Albuquerque, NM, USA",single,Ronni957,white,Driver,I am a hard worker and about business first,from 19 to 86,no children,Straight,Other,light smoker,occasional drinker,Fun
male,32 y.o.,"Port of Spain, Trinidad and Tobago",single,Sherwinpolo31,mixed,Trade man,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,social smoker,social drinker,Friendship
