age,location,ethnicity,occupation,status,description,scam,age_group,country
55,"Caguas, Puerto Rico",hispanic,other,single,I am serious about my things and very sociable.,0,51-60,Puerto Rico
51,"08500 Vich, Barcelona, España",white,finance,divorced,"I was born in Caracas Venezuela to a father of German origin and a mother of Italian origin, I did all my basic schooling in the USA. Excellent in my studies of my 3 degrees, including medicine, the only one that I did not finish, I do not smoke and only drink socially, I have trophies in sports as diverse as: Surfing, skateboarding, BMX, Judo, water polo, soccer, tennis, paddle , etc. Today I only practice the last two. In the 90s I returned to Venezuela where I produced radio (965FM), Local TV (TVS), events and concerts. I have just settled in Catalonia after living in Rotterdam and Zurich for the last year. I have visited 83 countries and speak 5 languages. I am divorced without children after 13 years of marriage, I have only had 4 long and meaningful relationships in my life, my marriage being the 2nd, I believe in love and I want to find it again to start a family. Normal build, Brown hair and light brown eyes, I am a financial structurer specializing in historical values, works of art and cryptocurrencies.",0,51-60,España
52,"08500 Vic, Barcelona, Spain",white,other,single,"I am an easygoing, educated, clever, good listener, honest and reliable man, but a little clueless, too. ; -) Most of the time I am an enthusiast, funny, with a good sense of humour (clever, with a bit freak and loving).

Restless and curious, I like to learn about genuine topics (so not any silly): popular culture and nature, psychologies, history, soul, jazz... I like to dance and to play the trumpet and other brass instruments. I like both indoors and outdoors activities.

I am interested in personal development, I practice yoga and I try to live in a healthy and ecological way (towards vegetarianism). So, I am used to traveling and eat as close as I can.

I live an alternative lifestyle, am a socially committed person, and besides, I work in the social field.",0,51-60,Spain
52,"Orlando, Florida, US",white,other,widowed,"I am straightforward, strong willed, and therefore I don’t smoke at all,I believe in treating others as I like to be treated; with kindness, courtesy, consideration, honesty, respect, etc. I do not judge others; that is up to God and I am not prejudice unless it comes to someones negative (bad) character and lack of respect, courtesy, kindness, honesty, etc. I view others through their eyes; the windows to their soul (heart) not through their physical features or attributes. Actions speak louder than words with me.",1,51-60,US
34,"Wales, United Kingdom",white,carer,divorced,"Am a country man, and at heart open to meet new people and learn more things, i love to treat people the way i wanted to be treated. Also am a single man willing to meet new friend and also search for my future dream wife, because a man happiness will never be complete until they is right woman beside him.",1,31-40,United Kingdom
53,"Tbilisi, Georgia",white,engineering,divorced,"am a simple man by nature, I believe in trials, always do my best and leave the rest to God",1,51-60,Georgia
47,"Barranquilla, Atlántico, Colombia",hispanic,manufacturing,single,"I would like to make friends with mature, responsible, hard-working, good-humored men who like to go for walks.",0,41-50,Colombia
30,"London, United Kingdom",white,self-employed,single,"I am a person who never hides my feelings, I believe it is very important to express our feelings to our close ones and to show that we value what and whom we have in our life. People recognize me by my smile, yes, I am life loving and positive person, I am sociable and always see the best in people. Feeling boring or pessimistic is not for me, I cannot accept when people say that it is not possible, it is so hard, I don’t want to do this or that. I prefer to enjoy life and to act. I am a home person. It would be nice to try something extreme, maybe with my special one, I would like to try parachute jumping…",1,31-40,United Kingdom
73,"Avon, IN, USA",white,retired,married,"68yowm retired, tired of sitting at home. Not into the bar scene prefer to have dinner and drinks in a quiet restuarant then cuddle up and listen to music. Atfter that .....",0,71-80,USA
66,"Las Vegas, NV, USA",white,retired,single,"I dont know why im doing this again. I just keep hoping my soulmate is out there somewhere. My age is older but im not old.
I love the beach and warm weather places. I enjoy boating, fishing and camping(in a RV). I love horseback riding, really there is to many to list. I like to stay busy . Im a good cook. If you want to do something adventurous and new , Im in.",0,61-70,USA
27,"Phoenix, Arizona, United States",white,carer,single,"i,m straight forward, honest and brazen at times, be careful what you ask, you
will get the honest truth. So if you can’t handle the heat, get out of the kitchen..LOL On a lighter note….I’m very loving, attentive, caring and have a huge heart…you just need to get through the hard exterior.",1,21-30,United States
39,"Cali, Valle del Cauca, Colombia",black,other,single,"I am a hard-working, sincere, understanding woman.",0,31-40,Colombia
56,"Ashburn, Virginia, United States",native american,carer,single,I’m Single looking for a honest man in my life.I’m a very passionate and romantic woman and not afraid to show my affections in private or public. I am very clean and like seeing things and people clean as well,1,51-60,United States
39,"Rockville, Maryland, United States, or Istanbul, Turkey",white,contractor,single,I am a simple woman who enjoys life to the fullest. Hit me beautylisaThree3 at gm,1,31-40,Turkey
50,"Lucerne, Switzerland",white,contractor,divorced,"Am a calm and easy going fellow. Am down to earth, a good listener and easy going person. I enjoy a good joke and loves to laugh. I love every body on planet earth and believe in equal rights and opinion to issues. will tell you more as we get acquainted….",1,51-60,Switzerland
29,"St Louis, Missouri, United States",native american,beauty,single,"My personality type tends toward being I’m outgoing people would most often describe me energetic, loving, caring, extremely emotional, bubbly, understanding, very supportive, very caring and warm, very passionate and loving, easy going and down to earth.
I would like to meet someone special that I can grow old with, and that we can always look into each other’s eyes and know that the love between us is just as wonderful and exciting as the day we met",1,21-30,United States
47,"Phoenix, AZ, USA",white,other,single,6'1 215 hard working fun adventurous,0,41-50,USA
45,"Newport, Rhode Island, United States",white,engineering,widowed,"I am Brent by name i do need serious relationship that can lead to somewhere good, i really want to meet widowed.",1,41-50,United States
57,"South Shields, UK",white,manager,divorced,"Honest, Loyal, Loving man seeking the same in a woman. Will be working in Kuala Lumpur in 4 weeks",0,51-60,UK
45,"Guatemala City, Guatemala",hispanic,transport,single,"I like to travel within my country to see everything and then decide to leave the country. I am 41 years old, I am 1.74 meters tall, my skin is light brown, I like to drive cars, and I long to meet a Jewish woman and be able to marry her.",0,41-50,Guatemala
35,"Bucaramanga, Santander, Colombia",hispanic,self-employed,single,"I want to meet an interesting, intelligent and serious woman, to meet in person",0,31-40,Colombia
40,"California, United States",white,military,separated,"I have always love to be myself, I’m a simple minded type. I love to be with my family and bring peace to the nation.",1,41-50,United States
41,"Cusco, Perú",hispanic,finance,single,"I consider myself a happy, talkative and, above all, very loyal person. I am a very reflective person. I like to think about things before doing them. I almost always have my moments of madness where I like to follow my instincts or whatever comes...",0,41-50,Perú
54,"Brighton, UK",white,unemployed,single,"53 yr old cat lover into horror films and alternative music. I've lived an interesting but unconventional life,have been single for 23 years and loved every minute of it but now wish to find a woman to share life's experiences with. I'm honest,trustworthy,loyal, very chilled out and I've got a 'dark' sense of humour. I've never learned to drive so please only women from Brighton/surrounding towns should contact me if interested",0,51-60,UK
39,"Maiquetía, La Guaira, Venezuela",hispanic,other,single,"I like the beach, river, dancing, cooking",0,31-40,Venezuela
57,"Manassas, Virginia, United States, or Athens, Greece",mixed,other,divorced,"I am a simple man, a goal setter, a broad minded easy going down to earth gentle man. I am not a man without a fault, but a man with faults and weaknesses, but absolutely open to criticism, correction and to other people’s point of view so that means I am not selfish in my opinion and not full of myself. Life is all about setting goals and working hard to see them come to fulfillment. Selfish people are less appreciate by humanity so I am not one because I desire to touch lives",1,51-60,Greece
51,"Lakewood, New Jersey, United States",white,military,divorced,"im god fearing and easy going,love…",1,51-60,United States
31,"Marcona District, Peru",hispanic,other,single,"I am a hard-working, responsible and good-feeling person.",0,31-40,Peru
57,"Houston, Texas, United States",white,engineering,widowed,"I am a lover, comforter and a God fearing man. I am full of joy and happiness, I am a man of honor, comfortable, decent and romantic. I am a one woman man and a true lover and admirer. No one is the chosen one but the world of today, we can make each other the chosen one. I am comfortable and I don’t have time for booty calls or one night stands. What you see is what you get, I am not a super star neither am i of high maintenance. If you find me interesting, please feel free to send me a mail and I will be glad to respond with all honesty.",1,51-60,United States
52,"Austin, Texas, or Jersey City, New Jersey, United States",white,engineering,widowed,"I’m nice, caring, humble and God fearing… i am looking for a decent, humble, supportive and God fearing woman for a serious relationship that we lead to marriage……",1,51-60,United States
50,"Dallas, Texas, United States",white,self-employed,widowed,"I’m very serious about this online dating,because I hope I will find the right woman for my Heart through this online dating that’s why I’m Here..And i want you to know that I’m not the Types of men who usually come online Just for Playing Games or Breaking Heart..I do respect myself very well,So I will not introduce myself In doing such things like that..I will never do such harmful thing to you when we have much feelings for each other,and I will never do anything to Hurt your feelings that you have for me,I will never do anything to hurt you too..Never Would I, If i do something to hurt you I will also Gain It some day..so I will Never Attempt to Do that..",1,51-60,United States
40,"St Paul, Minnesota, United States",white,self-employed,single,"I am UK man called Mr Edward, you can easily communicate with me here so we can discuss more about our future , please kindly contact me",1,41-50,United States
59,"Niagara Falls, New York, United States",mixed,construction,single,"i’m open, sensual, kind, gentle, romantic… a different man ,I’m a very family oriented, sensitive and tender person,I want to give all of my tenderness and care to my special woman",1,51-60,United States
60,"Las Cruces, NM, USA",white,hospitality,separated,"Fun loving, honest hard working man, enjoys being outside more than inside, cooking, grilling, also enjoys cuddling too. Ask me I'll tell u more",0,61-70,USA
45,"Baltimore, Maryland, United states",white,self-employed,divorced,"Hi i am Mark single and looking ,had 1 son name Dave Lucky is the man who is the first love of a woman,
but luckier is the woman who is the last love of a man.
Love is a language spoken by everyone, but understood only by a heart, Love is like a river, always changing, but always finding you again somewhere down the road it is the beginning of all the joy which nature has store for us..
When men and women are able to respect and accept their differences then love has a chance to blossom…..you can’t stop loving or wanting to love because when its right, it’s the best thing in the world. When you’re in a relationship and it’s good, even if nothing else in your life is right, you feel like your whole world is complete.
I am that guy who calls you beautiful instead of hot, who calls you back when you hang up on him, who will lie under the stars and listen to your heartbeat, or will stay awake just to watch you sleep… wait for the boy who kisses your forehead, who wants to show you off to the world when you are in sweats, who holds your hand in front of his friends, who thinks you’re just as pretty without makeup on. One who is constantly reminding you of how much he cares and how lucky his is to have you…. The one who turns to his friends and says, ‘that’s her.
Friendship isn’t about whom you have known the longest… It’s about who came, and never left your side…The words that escape a friend’s mouth are “I’ll be there when you say you need me” but the words that are unheard from a true friend’s heart are “I’ll be there… whether you say you need me or not.
am looking for a special lady that is loving, honest, and loves to have fun. She should be attractive from the inside out, and interested in a fulfilling relationship so we could explore life together.
A woman’s laughter is like music! But only if she’s laughing with me… not at me cos Life is way too short to go through it alone. So here I am, looking for that special relationship. I would describe myself as fun-loving, athletic, intelligent, affectionate and loyal as a puppy dog. so expect many attempts to poke your funny bone.
I enjoy helping others. I treat others the way I would like them to treat me. I love to laugh and be around others who make me laugh. I am looking for someone who also values these traits. I think I am very low maintenance and value that trait in others as well.
I enjoy getting dressed up as much as wearing my oldest blue jeans and white t-shirt. It really does not matter to me what you wear as long as it goes well with your smile. I am down to earth and like relationships that are black and white and based on trust, team work, understanding, and honesty. Honesty is extremely important to me.
looking for someone we can spoil each other and live life to the fullest, drop me your contact lets see where it goes? A wink from means i am interested. barwilliams1155@yahoo.com send me a message and i will respond immediately,",1,41-50,United states
43,"Laredo, Texas, United States",native american,military,single,"i am a man with a good heart,great humor,caring,loving and fun to be with.",1,41-50,United States
74,"Valparaíso, Región de Valparaíso, Chile",hispanic,retired,divorced,"I am Julia, a simple, happy, outgoing and very sincere woman.",0,71-80,Chile
57,"Brooklyn, New York, United States",native american,military,widowed,"I am a person who is ambitious, optimistic, cheerful, hardworking, dedicated smart and confident, sincere, honest, loyal, intelligent and friendly. I am very passionate about all areas of my life. I am very responsible and try to eat well, exercise and an active life and have fun doing it. I believe in a healthy relationship if only you can be open in heart to all this with me. I do exercise regularly because i love exercise and it makes and helps me keep fit and stay healthy.",1,51-60,United States
51,"Santiago, Región Metropolitana, Chile",hispanic,architect,divorced,"Mature person who wants to meet people who have interesting topics of conversation. art, music, architecture, places, food, I have loved music since I was little. I am a Libra, social and balanced, I don't like people with a dominant character because mine is not. I really like making people laugh",0,51-60,Chile
52,"Valencia, España",white,technology,divorced,"Calm, loving man, lover of animals and nature.",0,51-60,España
54,"Guayaquil, Ecuador",hispanic,academic,single,My name is Angel Oswaldo. I am 51 years old. I am looking for a woman for friendship or a serious relationship. It all depends on talking about the topic. I speak English. I like to cook. I like to run. I am very optimistic and sociable. I like to travel. Getting to know people and places is the most beautiful thing in life. There is only one life and you have to know how to live it healthily. But I would like to meet some sincere lady and I hope we can talk about it for some relationship.,0,51-60,Ecuador
29,"West Virginia, United States",white,artist,single,"I am good listener and love a silent, but I sociable and with good sence of humor. I am a sincere romantic woman with a good character. I think, my love, like fire, if once thoroughly kindled, is soon blown into a flame.",1,21-30,United States
61,"Los Angeles, California, United States",white,other,widowed,"Talking about my self,I love friends and family, I am a fun person and make friends easily. I love life, love my family and still have some love to share with a special lady. Life can be lonely without someone…I am a person who is very real when it comes to life and its’ issues. Am honest,kind caring,affectionate,good sense of humor,easy going,free thinker,trustworthy and respect the lives of other people…..I’m a man who lives life as it comes to me. I don’t worry about tomorrow, for it will be here no matter what I do.The best days of my life are yet to come and i am looking for someone who will love and care about me for a long time relationship that can lead to marriage. Although I would consider myself be a romantic, I don’t believe that life is about the ‘grand passion.’ In reality it is more about comfortable comrade. I am really a fun person who loves people,loves to laugh, I am very caring,love music, dancing, singing ( in my car) ! Love the church…am a devoted friend. I like to have fun,I have strong moral values with honesty and integrity being the core of my personality, am very cool, i respect my dignity….I’m excited to see new places, meet new people and do new things.I’m not a fighter and I don’t argue, life’s too short but I do value friendship and intimacy.",1,61-70,United States
52,"Portland, OR, USA",hispanic,military,single,"Hard worker , house man , like to travel , movies at home , family is very important to me .",0,51-60,USA
54,"Colón, Panamá",hispanic,contractor,single,"I am a respectful, affectionate, loving person, intense with my goals, I dedicate time to work and my loved ones",0,51-60,Panamá
46,"Shandong Sheng, China",white,medical,widowed,am loving caring hard working faithful committed and tender i love cooking swimming reading dancing,1,41-50,China
58,"Pacifica, California, or Seattle, Washington, United states",white,military,widowed,Always living happy and i want you to be the same,1,51-60,United states
44,"La Habana, Cuba",mixed,other,divorced,I am an independent woman who loves the sincerity of human beings.,0,41-50,Cuba
29,"Los Angeles, California, or Cleveland, Ohio, United States",native american,other,single,"I’m Native American woman, Honesty and Integrity are a constant in my life. I like “Real” people. I live my life trying to be the best person that I can possibly be. I’m a passionate, compassionate and a loving woman. Learning and growing are important to me; spiritually evolving as I go. Love God and I leave my life is in his hands..Family is invaluable. Open minded, I accept people as they are, I love a great sense of humor. I’m attracted to a man of his word. A strong, God fearing man with great morals and a strong demeanor. Generous with his time and money; I love to be pampered and treated like a queen. I love flowers, dinning out. I love going to the movies or staying in for a cozy evening .I’m a hopeless romantic seeking a man that I can grow old with.I found this statement online that I think is profound; It embraces my core, my persona, my belief system.I’d rather that you dislike me for who I am, than for you to like me for who I’m not”.",1,21-30,United States
28,"Tingo María 10131, Perú",hispanic,other,single,"I consider myself a fun guy, who loves to please his partner, I give everything of myself when I fall in love.",0,21-30,Perú
27,"Houston, TX 77081, USA",mixed,fashion,single,I love fishing basketball and outdoors love having fun.,0,21-30,USA
36,"Arlington, Texas, or San Diego, California, United States",white,other,divorced,"I am a positive thinking person, very upbeat and always looking for and observing the good in life, people and my surroundings. I love to laugh even if it is simply cracking myself up. I firmly believe in the sense that I give, share and spread as much kindness as possible knowing it comes back my way. I am passionate about the arts and creating in all its many shapes and forms.",1,31-40,United States
32,"New York, United States",black,military,single,"Hi am Sgt Olivia Jack a US Citizen, from Charlotte, North Carolina considers Portland Oregon, i Graduated from Parkrose Senior High School, Portland Oregon, i am 32 Yrs years old single, my Email: oliviajack@hotmail.com, i love you my love one and God bless you for me",1,31-40,United States
34,"Chignik, Alaska or Dallas, Texas United States",white,engineering,divorced,"am looking for someone who is caring,loving,kind,truthful and loyal",1,31-40,Texas United States
59,"Los Angeles, California, United States",Native American,self-employed,widowed,"Hi there I just read your profile and i am very impressed. I recently became a member of this site and i am searching for a friend first of all,my Soul Mate, someone i can grow with and hopefully the love of my life. Here is a little introduction about myself, I am Steve Kilgor by name, I’m a widower, I like, Music, Sports & Reading. I am involved in other activities as-well but lets leave that for our next message.I would like to know more about you.I apologize if this seem too forward, if you don’t mind we can exchange email that way i can send you some more photos,talk comfortably and learn more about you or you can reach me at mtndewsk@hotmail.com. I will be eagerly waiting to read back from you soon Regards Steve",1,51-60,United States
44,"Los angeles, California, United States",white,other,single,"lets see, i am spiritually grounded and balanced in life. Having a strong connection with God makes me balanced and humble. My goals in life are to be fulfilled and share my life with my soul mate. I truly want to treat my soul mate like the queen that she is. My mission in life is for us to be happy together, respect each other, grow as a couple, love and cherish our family and true friends. My family is very important to me and. I come from a strong family background and would like the same with my partner and family. My family is essential we have a wonderful relationship. I choose my friends wisely and we have a great time together . Being a successful man has long been a dream of mine and i thank God it has come true. As a successful man I work very smart and hard. But I’m not all about work, I am a humanitarian and live an holistic, balanced and healthy life. I love to exercise 4-5 times per week. I enjoy reading, traveling, exercise (any type), laughing daily, music, dancing.Camping, Biking and Watching Sport events. Being optimistic is part of my core character. My motto is to live with passion, purpose and power! I’m a sincere, honest, confident, charming, and compassionate man that knows what he wants and how to treat a lady and people in general. I’m known to be persistent in life and business and usually get what I want. Ambition is a strong characteristic of mine and I thrive on being my best in all aspects of my life (but I’m not a perfectionist). I’m not afraid to take chances and I have the courage to go for what I want. However i’m not foolish and my pursuits are well thought out and researched before I make my decisions",1,41-50,United States
60,"Fresno, California, United States",white,contractor,widowed,"I love to laugh and smile. I also love to read and travel. My interests are many. I am honest, intelligent,loyal,affectionate,easy going, romantic,soft-spoken and sensual I’m romantic, caring and much more! I’m crazy about all pets. Especially dogs .I love nature and I like to travel.I like books and Jokes .",1,61-70,United States
25,"Aurora, CO 80012, USA",white,other,single,"i like: Anime, Art, Magic The Gathering, and cuddling up and watching anime
i am: Vegan, and hopeful for a future in animation",0,21-30,USA
41,"Warren, Michigan, United States",white,other,widowed,"I am gentleman very communicative,easy going,outspoken,I am also a very Romantic type,love to cuddle,hold hands while walking,I’m trustworthy so far as people tell me,maybe I’m just laid back .I also tend to have a good heart with so much of love to give and to receive. I am Christian and a God fearing person,do normally go to Church What matters to me now ,is finding the right one no matter where she is , her race , her religion,if on these planet or not,I must surely find someone who will just put smiles on my face ,someone I can give her my all. I need a woman to spend the rest of my life with and who knows if it might be you.It’s so great to be together and love and I hope, someday we’ll meet and we will be happy in our souls and hearts.My dream now is that i meet the right woman and if possible I’ll relocate with her or she can relocate with me.",1,41-50,United States
50,"Austin, Texas, or Pleasant Grove, Utah, United States",white,engineering,widowed,"I am hard working,intelligent,understanding,caring,friendly and romantic.i am actually here to find a good person with true heart for serious relationship.so i seek for who to love and trust with my whole heart.",1,51-60,United States
65,"93400 Papantla, Ver., México",mixed,teacher,divorced,"I am a man of good principles, I work in a public office, I believe in divine punishment and I try to do good, I am a homebody and I am always studying something to cultivate myself more.",0,61-70,México
47,"Guanare 3350, Portuguesa, Venezuela",hispanic,technology,widowed,"Enterprising, responsible, a gentleman, intelligent, still somewhat dreamy but with my feet on the ground, I am mainly here in search of a life partner who wants something stable and lasting, to be able to experience a relationship with the best possible experience, as long as that happens, open to spontaneous relationships with the established rules that both parties desire and allow.",0,41-50,Venezuela
20,"David, Panamá",hispanic,other,single,"I'm from Panama ???????? I am 19 years old, I study business administration",0,21-30,Panamá
50,"Metz, France",white,finance,divorced,"I have lived in several countries, now I live in the city of Metz in France.
It would be very nice to meet a nice, wise and open-minded woman.
Everything is in our hands.
When you are mentally ready for a new meeting, contact me.",0,51-60,France
61,"Barcelona, España",mixed,technology,divorced,"Spontaneous, calm man, happy, affectionate, romantic, faithful, loyal, sincere, enterprising, respectful, I like to dance, cinema, theater, restaurants, museums, travel, beach, sports.",0,61-70,España
38,"Springfield, Missouri, United States",white,teacher,single,"Thanks for taking the time to read my profile. I am born and raised in North York Ontario Canada. I have done some world travelling and I have really enjoyed learning about other cultures. A little bit about me hmmmm. I am 38, years old .Work does keep me busy and I have to travel at times. I think it’s time I have some fun in my life as well and settle down with man of my dreams. I am not the type of person that like to stay at home all day when I am off work. I like nice drives along the coast in my dad car. I like going to the theater,Church. I consider myself Sincere and a romantic. I enjoy intelligent conversation as well as sharing a funny experience in my life. I am interested in finding a man who knows what he wants, no games, no drama. A man who believes that life is a gift and who is not afraid to take chances and have fun in life. A woman who likes to laugh, sensual and passionate.I seek a quality individual who has had different experiences in life good and bad and is not afraid to share them, we have all had them, live and learn. I do not wish to be taken advantage of. I wish to be appreciated/treated with respect, and I request this in advance to any communication. I enjoy someone who I can have an intellectual/serious conversation with one minute and the next minute be laughing so hard over something that no one else would find funny but the two of us. Smart, confident demeanor with a kind-hearted and humble spirit? A man who has a desire to simply be happy and see her partner happy. I’m interested in seeing a man 2-3 times a month. Lets take things 1 step at a time and see what happens. Life is a gift, enjoy it.",1,31-40,United States
40,"Tegucigalpa, Honduras",mixed,carer,single,"Shy, but very sincere, when I gain confidence, I become playful.",0,41-50,Honduras
54,"Mancheaster City, England, GB",white,other,widowed,"am williems steven by name am from united kingdom,i like hanging out with friends and i love playing games like table tennis and play station.am married before now,but now am a widower i lost my wife in a car accident,am a contractor to chevron nigeria plc.a friend of mine told me to try this chat zone if i will see any lady who can make me smile again,that’s why am here today and i hope am welcome.",1,51-60,GB
29,"Barcelona, Spain",hispanic,other,single,"Hello, I am a Venezuelan boy who fell in love with the Netherlands. I want to find a woman who wants to start life with me and have a great future. I want to study international political science. Change comes from within! Peace!",0,21-30,Spain
47,"Turmero, Aragua, Venezuela",hispanic,other,divorced,I consider myself an enterprising woman and a very fighter for what I like. I want to meet someone who is willing to grow together as a couple.,0,41-50,Venezuela
60,"Mazarrón, Murcia, Spain",white,carer,single,"I would love to have your company, yes, I am here to stay. I am a nurse from California. I decided to make one more move to Spain. Has it always been my destiny? Yes, I want to have you here with me. I'd love to make you dinner with some wine and music and see where you and I go. I have a nice apartment here in Mazarrón? here to my precious? I am using a translator to write to you. Can I write in English? But it works?",0,61-70,Spain
24,"Lawton, Oklahoma, United States",white,other,single,"I just need a faithful lady who is ready to sponsor me, get married to me and at the end give me kids…. I promise to remain faithful to her, understand her, stand by her even during the dry days, boast of her and make sure she all that matters to me.",1,21-30,United States
51,"Phoenix, Arizona, United States",white,military,widowed,"Ah, so you think Cinderella is just a fairy tale? Maybe so. But as crazy as it sounds, I want to believe in fairy tales and I want to believe in love. I still hope that chivalry isn’t dead. I want a woman I can relax in, dream with and cheer on. I want a princess charming that I can build with. I still believe there is at least one woman out there who is honest, faithful and true. Surely there is a woman of conviction and integrity that still walks the earth. If you are “her,” then please return with my glass slipper so we can meet the exciting future that awaits us.
Sending BIG hugs and a little “magic” your way,",1,51-60,United States
61,"San Salvador, El Salvador",hispanic,other,single,"I like music, eating well, seeing places, driving long distances.",0,61-70,El Salvador
27,"Montería, Córdoba, Colombia",hispanic,other,single,"I like to read, listen to music and walk.",0,21-30,Colombia
46,"Bogotá, Colombia",hispanic,other,single,I am looking for someone to be part of the process to enjoy the result,0,41-50,Colombia
31,"Sonsonate, El Salvador",hispanic,agriculture,single,"I want to meet a German girl who likes an honest, hard-working and very loving Latino who wants a serious relationship with ideas of marriage",0,31-40,El Salvador
37,"Mexico City, CDMX, Mexico",hispanic,medical,single,"I am a nice girl, I like to travel, I really like being at home, cooking.",0,31-40,Mexico
37,"Lima, Perú",white,other,separated,"A very sincere hard-working woman with good feelings, disciplined and I love travel adventures.",0,31-40,Perú
33,"Henderson, Nevada, United States",white,other,single,"I am a single Mother with a 9 year old SON,he is the best thing that has happened to me in recent times and i am proud to say that. here is my number and this is a way to contact me as i am not a paid member i seek a matured and intelligent man who sees the cup as half full,a man who is ready to love again.I can’t change yesterday and I don’t know about tomorrow but I can celebrate today and that is what I do…t e x t Me..",1,31-40,United States
52,"Houston, Texas, United States",white,military,divorced,"I am social, romantic, passionate, smart, intelligent, cool headed, adaptive, have a big heart. And i do believe in the truth and honesty as God is first in my life…i believe that honesty is the only key to human success, and with honest, i believe in myself and my life is really based on truth, and its all about who i really am.I know the kind of man i am and the way i treat others.I really do care alot about others who care for me, because i am a very caring and passionate man and my heart is so blessed and lovely…I believe in devoting my time, my life, my heart, my body and my soul to my loved one and make her real happy, because he’s my joy and happiness, and i always do look forward to that day i will get to meet my dream woman",1,51-60,United States
75,"Ogden, UT, USA",white,retired,married,"Life is fascinating & amazing. I have the best wife and we are staying together. But hope you may be open to other forms of relationships- friends, romance, encounters, polygamy, room mates, or some other harmonious association, for the long term or short term relationship. I am healthy, clean, happy, and balanced. If you are too, Let's get aquainted!",0,71-80,USA
53,"San Francisco, California, United States",native american,construction,single,"I am looking for a woman whom I think is handsome, sexy and smart. A perfect simple woman; one who treats me well and who makes me laugh. she is not afraid to grab my hand and steal a kiss in public, or to just shoot a knowing stare across the room that tells me she is admiring me from afar.At this stage in my life I am focused on finding you. I have a great deal to offer and will always provide a warm heart and welcoming smile. I am optimistic you’re out there and perhaps if/when you read this far in my profile it may resonate with you.
Be smart and contact me directly henshawmark is my ID and to figure the network, you d’dd the first alphabet of the following word in capital , Yoke , Apple, Hot, Orange, Orange. Let see if you solve it by writing me. Had to sneak this in lol",1,51-60,United States
65,"London, United Kingdom",white,engineering,widowed,"I am a well-balanced and educated man. I enjoy sports, traveling, Arts and many other things. I’m here not for games, but to find my very special woman, the woman who will become my wife and a mother to our future children.",1,61-70,United Kingdom
42,"Pompton Lakes, NJ, USA",white,contractor,single,"I am fun, curious, I like to do everything.",0,41-50,USA
38,"Tegucigalpa, Honduras",white,clerical,single,"I am a social, analytical and very communicative person.",0,31-40,Honduras
44,"Manila, Metro Manila, Philippines",mixed,other,single,"Im single mom,im simple fair conflexion,i love if u accept what i am simply me.love is my life.....",0,41-50,Philippines
55,"Miami, Florida, United States",white,military,widowed,"I am an honest and sincere person who takes life with ease.i am loving and caring,jovial and kind,I want a partner that will love me for whom i am and we shall build our world and happiness together.I do not seek perfection because nobody is perfect.",1,51-60,United States
45,"Texas, United States",native american,military,widowed,i am a cool and simple you with fear of God and love of humanity,1,41-50,United States
49,"Lima, Perú",hispanic,other,single,"Have you ever MET a simple and confident man who loves animals and is filled with an incredible passion for life? So here I am; An intelligent and interesting person, who really wants to share everything exciting with someone good in life, in this amazing world. I am very serious in my search and I have things clear, loyalty, love and above all mutual understanding is the most important thing in a relationship. I am a generous man with great passion for details, and clear feelings.

So I describe myself as... An open-minded, generous and enterprising man! I am full of love! I always smile, even if I am in a bad mood or it is better to say that I am only in a good mood because our life is for fun and not for sadness. I like walking, the sea and nature, it is the only way to relax and be calm, the afternoons reading a book and listening to music are one of my great passions! I know how to cook and I am always willing to learn something new. I also like my job, which is design, it's very exciting, traveling to discover new places and I really hope to find my half, to be able to be part of it and want to form a good relationship. We can build what we want and what we want if we know exactly.

A few simple words for the amazing person I hope to find on this site...

I have no idea where I'm going
nor where destiny takes me from.
But I want you to be by my side.

You will be the best written page;
That my destiny has written in my life,
And now I know I was not wrong.

and without hesitation I would give you everything,
And if it didn't exist, I would invent it.

With you I want to grow old.
With you there are plenty of wishes,
I don't ask for more because you are everything I long for,
and if it's with you I'll stay

It is a privilege to have you in my life,
That just seeing you makes my day,
And forever, I want to have you.

there will be no barriers to love you,
because being together,
the universe will be in favor
and everything will be perfect.
I will enjoy your kisses
I will be a fan of your body and the passion you give me.
It will be a pleasure to have you every day in my calendar.
and everything will be easier because you will be with me my love.

Blessings",0,41-50,Perú
31,"Montevideo, Uruguay",white,other,single,I am Latina and I want to meet people to establish friendship and interchange languages ​​and know cultures.,0,31-40,Uruguay
55,"Peever, South Dakota, or Morton Grove, Illinois, United States",white,manager,widowed,talk2devid@yahoo.com,1,51-60,United States
23,"Kansas, United States",white,teacher,single,"I would like to meet a man who will become my life partner. Someone who is loyal, reliable, thoughtful and responsible. I respect men who clearly know what they want and understand how to treat the woman. I prefer to build a relationship based on mutual respect, love, understanding and trust.i would like to meet a man who has common interests, goals, life values with me and we can make future plans together.",1,21-30,United States
41,"Hesperia, CA, USA",hispanic,clerical,single,I'm looking for a honest man that knows what truth means. I like romantic night.,0,41-50,USA
